,symbol,available_days,first_trading_day,last_trading_day
1594,MOSMALL250,234,2024-03-21,2025-03-03
1595,MOTHERSON,675,2022-06-09,2025-03-03
1596,MOTHERSUMI,596,2020-01-01,2022-06-08
1597,MOTILALOFS,1271,2020-01-01,2025-03-03
1598,MOTISONS,228,2024-01-09,2025-03-03
1599,MOTOGENFIN,905,2020-01-01,2025-03-03
1600,MOVALUE,617,2022-08-26,2025-03-03
1601,MPHASIS,1271,2020-01-01,2025-03-03
1602,MPSLTD,1271,2020-01-01,2025-03-03
1603,MRF,1271,2020-01-01,2025-03-03
1604,MRO-TEK,1025,2020-05-12,2025-03-03
1605,MRPL,1271,2020-01-01,2025-03-03
1606,MSCIINDIA,3,2025-02-27,2025-03-03
1607,MSPL,920,2020-01-01,2025-03-03
1608,MSTCLTD,1271,2020-01-01,2025-03-03
1609,MSUMI,715,2022-04-11,2025-03-03
1610,MTARTECH,980,2021-03-15,2025-03-03
1611,MTEDUCARE,708,2020-01-01,2022-12-23
1612,MTNL,1271,2020-01-01,2025-03-03
1613,MUFIN,326,2023-11-07,2025-03-03
1614,MUFTI,293,2023-12-27,2025-03-03
1615,MUKANDENGG,244,2020-01-01,2021-04-06
1616,MUKANDLTD,1117,2020-01-01,2025-03-03
1617,MUKKA,233,2024-03-22,2025-03-03
1618,MUKTAARTS,998,2020-01-01,2025-03-03
1619,MULTICAP,123,2024-09-05,2025-03-03
1620,MUNJALAU,1271,2020-01-01,2025-03-03
1621,MUNJALSHOW,1271,2020-01-01,2025-03-03
1622,MURUDCERA,1123,2020-01-01,2025-03-03
1623,MUTHOOTCAP,1271,2020-01-01,2025-03-03
1624,MUTHOOTFIN,1271,2020-01-01,2025-03-03
1625,MUTHOOTMF,294,2023-12-26,2025-03-03
1626,MVGJL,350,2023-10-03,2025-03-03
1627,N100,353,2020-01-01,2021-06-15
1628,NACLIND,1271,2020-01-01,2025-03-03
1629,NAGAFERT,854,2020-03-06,2025-03-03
1630,NAGREEKCAP,476,2020-01-01,2025-03-03
1631,NAGREEKEXP,1002,2020-01-01,2025-03-03
1632,NAHARCAP,1271,2020-01-01,2025-03-03
1633,NAHARINDUS,1183,2020-01-01,2025-03-03
1634,NAHARPOLY,1207,2020-01-01,2025-03-03
1635,NAHARSPING,1050,2020-01-01,2025-03-03
1636,NAM-INDIA,1255,2020-01-23,2025-03-03
1637,NARMADA,391,2022-10-27,2025-01-24
1638,NATCAPSUQ,11,2025-02-14,2025-03-03
1639,NATCOPHARM,1271,2020-01-01,2025-03-03
1640,NATHBIOGEN,1214,2020-01-01,2025-03-03
1641,NATIONALUM,1271,2020-01-01,2025-03-03
1642,NATNLSTEEL,105,2020-01-01,2022-01-10
1643,NAUKRI,1271,2020-01-01,2025-03-03
1644,NAVA,639,2022-07-29,2025-03-03
1645,NAVINFLUOR,1271,2020-01-01,2025-03-03
1646,NAVINIFTY,288,2023-09-25,2024-11-28
1647,NAVKARCORP,1271,2020-01-01,2025-03-03
1648,NAVKARURB,4,2025-01-17,2025-01-22
1649,NAVNETEDUL,1271,2020-01-01,2025-03-03
1650,NAZARA,914,2021-03-30,2025-03-03
1651,NBCC,1271,2020-01-01,2025-03-03
1652,NBIFIN,1141,2020-01-01,2024-12-03
1653,NBVENTURES,632,2020-01-01,2022-07-28
1654,NCC,1271,2020-01-01,2025-03-03
1655,NCLIND,1271,2020-01-01,2025-03-03
1656,NCPSESDL24,359,2020-11-18,2022-05-09
1657,NDGL,912,2020-01-01,2025-03-03
1658,NDL,1061,2020-01-01,2025-03-03
1659,NDLVENTURE,334,2023-05-09,2025-03-03
1660,NDRAUTO,905,2020-08-13,2025-03-03
1661,NDTV,1158,2020-01-01,2025-03-03
1662,NECCLTD,1139,2020-01-01,2025-03-03
1663,NECLIFE,1176,2020-01-01,2025-03-03
1664,NELCAST,1271,2020-01-01,2025-03-03
1665,NELCO,1136,2020-01-01,2025-03-03
1666,NEOGEN,1220,2020-01-01,2025-03-03
1667,NESCO,1271,2020-01-01,2025-03-03
1668,NESTLEIND,1271,2020-01-01,2025-03-03
1669,NETF,1261,2020-01-01,2025-03-03
1670,NETFAUTO,69,2022-01-25,2022-05-09
1671,NETFCONSUM,574,2020-01-01,2022-05-09
1672,NETFDIVOPP,574,2020-01-01,2022-05-09
1673,NETFGILT5Y,263,2021-04-08,2022-05-09
1674,NETFIT,459,2020-07-01,2022-05-09
1675,NETFLTGILT,574,2020-01-01,2022-05-09
1676,NETFMID150,574,2020-01-01,2022-05-09
1677,NETFNIF100,573,2020-01-01,2022-05-09
1678,NETFNV20,574,2020-01-01,2022-05-09
1679,NETFPHARMA,206,2021-07-07,2022-05-09
1680,NETFSDL26,269,2021-03-31,2022-05-09
1681,NETFSILVER,61,2022-02-07,2022-05-09
1682,NETWEB,389,2023-07-27,2025-03-03
1683,NETWORK18,1176,2020-03-04,2025-03-03
1684,NEULANDLAB,1206,2020-01-01,2025-03-03
1685,NEWGEN,1140,2020-01-01,2025-03-03
1686,NEXT30ADD,18,2025-02-05,2025-03-03
1687,NEXT50,370,2023-09-01,2025-03-03
1688,NEXT50IETF,297,2023-12-20,2025-03-03
1689,NEXTMEDIA,738,2020-01-01,2025-03-03
1690,NFL,1271,2020-01-01,2025-03-03
1691,NGIL,645,2021-08-20,2025-03-03
1692,NGLFINE,648,2022-07-08,2025-02-20
1693,NH,1271,2020-01-01,2025-03-03
1694,NHPC,1271,2020-01-01,2025-03-03
1695,NIACL,1271,2020-01-01,2025-03-03
1696,NIBE,16,2025-02-07,2025-03-03
1697,NIBL,812,2020-01-01,2024-10-30
1698,NIF100BEES,697,2022-05-10,2025-03-03
1699,NIF100IETF,297,2023-12-20,2025-03-03
1700,NIF10GETF,262,2024-02-05,2025-03-03
1701,NIF5GETF,250,2024-02-05,2025-03-03
1702,NIFITETF,267,2024-02-01,2025-03-03
1703,NIFMID150,367,2023-09-05,2025-03-03
1704,NIFTY1,235,2024-03-20,2025-03-03
1705,NIFTY50ADD,258,2024-02-15,2025-03-03
1706,NIFTYBEES,1271,2020-01-01,2025-03-03
1707,NIFTYBETF,271,2024-01-29,2025-03-03
1708,NIFTYEES,238,2020-01-01,2021-09-29
1709,NIFTYETF,370,2023-09-01,2025-03-03
1710,NIFTYIETF,297,2023-12-20,2025-03-03
1711,NIFTYQLITY,626,2022-08-19,2025-03-03
1712,NIITLTD,1261,2020-01-01,2025-03-03
1713,NIITMTS,377,2023-08-23,2025-03-03
1714,NIITTECH,151,2020-01-01,2020-08-19
1715,NILAINFRA,1030,2020-01-01,2025-03-03
1716,NILASPACES,598,2020-01-01,2024-04-25
1717,NILKAMAL,1271,2020-01-01,2025-03-03
1718,NINSYS,404,2023-02-21,2025-03-03
1719,NIPPOBATRY,1168,2020-01-01,2025-03-03
1720,NIRAJ,821,2020-10-01,2025-03-03
1721,NIRAJISPAT,12,2024-09-04,2025-02-05
1722,NITCO,1036,2020-01-01,2024-10-22
1723,NITINSPIN,1116,2020-01-01,2025-03-03
1724,NITIRAJ,741,2021-04-22,2025-03-03
1725,NIVABUPA,75,2024-11-14,2025-03-03
1726,NKIND,750,2020-01-02,2024-12-19
1727,NLCINDIA,1271,2020-01-01,2025-03-03
1728,NMDC,1271,2020-01-01,2025-03-03
1729,NOCIL,1271,2020-01-01,2025-03-03
1730,NOIDATOLL,829,2020-01-01,2024-11-13
1731,NORBTEAEXP,246,2020-07-13,2024-09-11
1732,NORTHARC,110,2024-09-24,2025-03-03
1733,NOVAAGRI,195,2024-02-14,2025-03-03
1734,NOVARTIND,755,2020-10-05,2023-10-25
1735,NPBET,1265,2020-01-01,2025-03-03
1736,NRAIL,1271,2020-01-01,2025-03-03
1737,NRBBEARING,1271,2020-01-01,2025-03-03
1738,NRL,463,2023-01-12,2025-03-03
1739,NSIL,1261,2020-01-01,2025-03-03
1740,NSLNISP,491,2023-03-06,2025-03-03
1741,NTL,139,2020-03-04,2021-12-01
1742,NTPC,1271,2020-01-01,2025-03-03
1743,NTPCGREEN,68,2024-11-27,2025-03-03
1744,NUCLEUS,1194,2020-01-01,2025-03-03
1745,NURECA,888,2021-03-12,2025-01-22
1746,NUVAMA,344,2023-10-11,2025-03-03
1747,NUVOCO,872,2021-08-23,2025-03-03
1748,NV20,235,2024-03-20,2025-03-03
1749,NV20BEES,697,2022-05-10,2025-03-03
1750,NV20IETF,297,2023-12-20,2025-03-03
1751,NXTDIGITAL,758,2020-01-01,2023-05-08
1752,NYKAA,819,2021-11-10,2025-03-03
1753,OAL,1271,2020-01-01,2025-03-03
1754,OBCL,717,2022-04-07,2025-03-03
1755,OBEROIRLTY,1271,2020-01-01,2025-03-03
1756,OCCL,1197,2020-01-01,2025-03-03
1757,OCCLLTD,76,2024-11-13,2025-03-03
1758,ODIGMA,3,2024-12-27,2024-12-31
1759,OFSS,1271,2020-01-01,2025-03-03
1760,OIL,1271,2020-01-01,2025-03-03
1761,OILCOUNTUB,404,2020-01-01,2025-03-03
1762,OILIETF,153,2024-07-24,2025-03-03
1763,OISL,152,2020-01-01,2020-11-27
1764,OLAELEC,141,2024-08-09,2025-03-03
1765,OLECTRA,1150,2020-01-01,2025-03-03
1766,OMAXAUTO,991,2020-01-01,2025-03-03
1767,OMAXE,1214,2020-01-01,2025-03-03
1768,OMINFRAL,779,2021-02-10,2025-03-03
1769,OMKARCHEM,420,2020-01-01,2022-11-02
1770,OMMETALS,236,2020-01-01,2021-02-09
1771,ONELIFECAP,846,2020-01-01,2025-02-21
1772,ONEPOINT,885,2020-01-01,2025-03-03
1773,ONESOURCE,17,2025-02-06,2025-03-03
1774,ONGC,1271,2020-01-01,2025-03-03
1775,ONMOBILE,1271,2020-01-01,2025-03-03
1776,ONWARDTEC,1238,2020-01-01,2025-03-03
1777,OPTIEMUS,1005,2020-01-01,2025-03-03
1778,OPTOCIRCUI,153,2020-01-01,2021-02-19
1779,ORBTEXP,1153,2020-01-01,2024-12-19
1780,ORCHASP,16,2025-02-07,2025-03-03
1781,ORCHPHARMA,484,2021-05-05,2025-03-03
1782,ORICONENT,1137,2020-01-01,2025-03-03
1783,ORIENTABRA,866,2020-01-01,2023-07-12
1784,ORIENTALTL,1036,2020-01-01,2025-03-03
1785,ORIENTBANK,52,2020-01-01,2020-03-20
1786,ORIENTBELL,1271,2020-01-01,2025-03-03
1787,ORIENTCEM,1271,2020-01-01,2025-03-03
1788,ORIENTCER,341,2023-10-16,2025-03-03
1789,ORIENTELEC,1271,2020-01-01,2025-03-03
1790,ORIENTHOT,1230,2020-01-01,2025-03-03
1791,ORIENTLTD,1137,2020-01-01,2024-12-30
1792,ORIENTPPR,1271,2020-01-01,2025-03-03
1793,ORIENTREF,376,2020-01-01,2021-07-16
1794,ORIENTTECH,119,2024-09-11,2025-03-03
1795,ORISSAMINE,1147,2020-01-01,2025-03-03
1796,ORTINGLOBE,125,2024-09-03,2025-03-03
1797,ORTINLAB,757,2021-04-15,2024-09-02
1798,ORTINLABSS,195,2020-01-01,2021-01-11
1799,OSIAHYPER,204,2022-12-01,2025-03-03
1800,OSWALAGRO,1192,2020-01-01,2025-03-03
1801,OSWALGREEN,443,2023-05-19,2025-03-03
1802,OSWALSEEDS,323,2023-02-28,2024-10-24
1803,PAEL,40,2020-03-06,2022-04-08
1804,PAGEIND,1271,2020-01-01,2025-03-03
1805,PAISALO,1271,2020-01-01,2025-03-03
1806,PAKKA,407,2023-07-11,2025-03-03
1807,PALASHSECU,872,2020-01-01,2025-03-03
1808,PALREDTEC,775,2020-01-01,2025-01-03
1809,PANACEABIO,1205,2020-01-01,2025-03-03
1810,PANACHE,827,2020-01-06,2024-06-14
1811,PANAMAPET,1271,2020-01-01,2025-03-03
1812,PANSARI,557,2021-10-19,2025-02-12
1813,PAPERPROD,219,2020-01-01,2020-11-25
1814,PAR,759,2021-09-16,2025-01-15
1815,PARACABLES,907,2020-01-01,2025-03-03
1816,PARADEEP,684,2022-05-27,2025-03-03
1817,PARAGMILK,1271,2020-01-01,2025-03-03
1818,PARAS,777,2021-10-18,2025-03-03
1819,PARASPETRO,46,2024-12-30,2025-03-03
1820,PARKHOTELS,261,2024-02-12,2025-03-03
1821,PARSVNATH,784,2020-01-01,2024-08-14
1822,PASUPTAC,743,2021-10-12,2025-03-03
1823,PATANJALI,330,2023-11-01,2025-03-03
1824,PATELENG,1155,2020-01-01,2025-03-03
1825,PATINTLOG,1207,2020-01-01,2025-03-03
1826,PATSPINLTD,295,2020-03-04,2022-01-03
1827,PAVNAIND,317,2023-06-01,2025-03-03
1828,PAYTM,813,2021-11-18,2025-03-03
1829,PBAINFRA,245,2021-06-07,2022-08-23
1830,PCBL,774,2022-01-13,2025-03-03
1831,PCJEWELLER,1131,2020-01-01,2025-03-03
1832,PDMJEPAPER,1271,2020-01-01,2025-03-03
1833,PDPL,10,2021-10-11,2021-10-28
1834,PDSL,750,2022-02-17,2025-03-03
1835,PDSMFL,521,2020-01-01,2022-02-16
1836,PEARLPOLY,1100,2020-03-04,2025-03-03
1837,PEL,1271,2020-01-01,2025-03-03
1838,PENIND,1271,2020-01-01,2025-03-03
1839,PENINLAND,915,2020-01-01,2025-02-20
1840,PERSISTENT,1271,2020-01-01,2025-03-03
1841,PETRONET,1271,2020-01-01,2025-03-03
1842,PFC,1271,2020-01-01,2025-03-03
1843,PFIZER,1271,2020-01-01,2025-03-03
1844,PFOCUS,1155,2020-01-01,2025-03-03
1845,PFS,1170,2020-01-01,2025-03-03
1846,PGEL,1134,2020-01-01,2025-03-03
1847,PGHH,1271,2020-01-01,2025-03-03
1848,PGHL,1271,2020-01-01,2025-03-03
1849,PGIL,1202,2020-01-01,2025-03-03
1850,PHARMABEES,697,2022-05-10,2025-03-03
1851,PHILIPCARB,497,2020-01-01,2022-01-12
1852,PHOENIXLTD,1271,2020-01-01,2025-03-03
1853,PIDILITIND,1271,2020-01-01,2025-03-03
1854,PIGL,84,2023-05-17,2024-02-22
1855,PIIND,1271,2020-01-01,2025-03-03
1856,PILANIINVS,1260,2020-01-01,2025-03-03
1857,PILITA,1056,2020-01-01,2025-03-03
1858,PIONDIST,689,2020-01-01,2023-01-05
1859,PIONEEREMB,1107,2020-01-01,2024-12-30
1860,PITTIENG,1271,2020-01-01,2025-03-03
1861,PIXTRANS,704,2022-04-28,2025-03-03
1862,PKTEA,123,2024-03-11,2024-12-13
1863,PLASTIBLEN,1208,2020-01-01,2025-03-03
1864,PLATIND,235,2024-03-20,2025-03-03
1865,PLAZACABLE,267,2023-10-27,2025-03-03
1866,PNB,1271,2020-01-01,2025-03-03
1867,PNBGILTS,1271,2020-01-01,2025-03-03
1868,PNBHOUSING,1208,2020-01-01,2025-03-03
1869,PNC,1110,2020-01-01,2025-02-13
1870,PNCINFRA,1271,2020-01-01,2025-03-03
1871,PNGJL,115,2024-09-17,2025-03-03
1872,POCL,491,2023-03-06,2025-03-03
1873,PODDARHOUS,754,2020-01-01,2023-10-27
1874,PODDARMENT,1271,2020-01-01,2025-03-03
1875,POKARNA,1178,2020-01-01,2025-03-03
1876,POLICYBZR,816,2021-11-15,2025-03-03
1877,POLYCAB,1271,2020-01-01,2025-03-03
1878,POLYMED,1271,2020-01-01,2025-03-03
1879,POLYPLEX,1271,2020-01-01,2025-03-03
1880,PONNIERODE,1214,2020-01-01,2025-03-03
1881,POONAWALLA,851,2021-09-13,2025-03-03
1882,POWERGRID,1271,2020-01-01,2025-03-03
1883,POWERINDIA,1204,2020-04-17,2025-03-03
1884,POWERMECH,1270,2020-01-01,2025-03-03
1885,PPAP,1219,2020-01-01,2025-03-03
1886,PPL,1271,2020-01-01,2025-03-03
1887,PPLPHARMA,576,2022-11-03,2025-03-03
1888,PRABHAT,316,2020-01-01,2021-04-22
1889,PRADIP,31,2020-02-24,2021-10-14
1890,PRAENG,864,2020-01-01,2025-03-03
1891,PRAJIND,1143,2020-01-01,2025-03-03
1892,PRAKASH,1209,2020-01-01,2025-03-03
1893,PRAKASHSTL,791,2020-08-18,2025-03-03
1894,PRAXIS,619,2020-01-01,2025-03-03
1895,PRECAM,1230,2020-03-04,2025-03-03
1896,PRECOT,981,2020-01-01,2024-12-09
1897,PRECWIRE,1208,2020-01-01,2025-03-03
1898,PREMEXPLN,945,2020-01-01,2025-03-03
1899,PREMIER,187,2020-03-04,2022-05-24
1900,PREMIERENE,125,2024-09-03,2025-03-03
1901,PREMIERPOL,1040,2020-01-02,2025-03-03
1902,PRESSMN,811,2020-01-01,2023-06-06
1903,PRESTIGE,1271,2020-01-01,2025-03-03
1904,PRICOLLTD,1250,2020-01-01,2025-03-03
1905,PRIMESECU,1243,2020-01-01,2025-03-03
1906,PRINCEPIPE,1271,2020-01-01,2025-03-03
1907,PRITI,604,2022-03-02,2025-03-03
1908,PRITIKAUTO,737,2021-08-10,2025-03-03
1909,PRIVISCL,1082,2020-10-14,2025-03-03
1910,PROINDIA,38,2021-06-03,2021-11-29
1911,PROSEED,24,2020-01-01,2020-12-17
1912,PROTEAN,17,2025-02-06,2025-03-03
1913,PROZONER,350,2023-08-04,2025-01-07
1914,PROZONINTU,771,2020-01-01,2023-08-03
1915,PRSMJOHNSN,1271,2020-01-01,2025-03-03
1916,PRUDENT,689,2022-05-20,2025-03-03
1917,PRUDMOULI,68,2024-03-11,2024-09-16
1918,PSB,1271,2020-01-01,2025-03-03
1919,PSL,20,2020-07-21,2020-08-17
1920,PSPPROJECT,1271,2020-01-01,2025-03-03
1921,PSUBANK,235,2024-03-20,2025-03-03
1922,PSUBANKADD,258,2024-02-15,2025-03-03
1923,PSUBANKICI,184,2023-03-21,2023-12-19
1924,PSUBNKBEES,1271,2020-01-01,2025-03-03
1925,PSUBNKIETF,297,2023-12-20,2025-03-03
1926,PTC,1229,2020-01-01,2025-03-03
1927,PTCIL,371,2023-06-09,2025-03-03
1928,PTL,1271,2020-01-01,2025-03-03
1929,PUNJABCHEM,1271,2020-01-01,2025-03-03
1930,PURVA,1156,2020-01-01,2025-03-03
1931,PVP,466,2021-07-29,2025-03-03
1932,PVR,823,2020-01-01,2023-05-11
1933,PVRINOX,448,2023-05-12,2025-03-03
1934,PVSL,236,2024-03-19,2025-03-03
1935,PVTBANIETF,297,2023-12-20,2025-03-03
1936,PVTBANKADD,258,2024-02-15,2025-03-03
1937,PYRAMID,363,2023-09-12,2025-03-03
1938,QGOLDHALF,1271,2020-01-01,2025-03-03
1939,QNIFTY,1230,2020-01-06,2025-03-03
1940,QPOWER,5,2025-02-24,2025-03-03
1941,QUADFUTURE,35,2025-01-14,2025-03-03
1942,QUAL30IETF,297,2023-12-20,2025-03-03
1943,QUESS,1271,2020-01-01,2025-03-03
1944,QUICKHEAL,1271,2020-01-01,2025-03-03
1945,RACE,451,2023-05-09,2025-03-03
1946,RACLGEAR,68,2024-11-27,2025-03-03
1947,RADAAN,253,2020-11-09,2024-09-24
1948,RADHIKAJWE,588,2022-07-18,2025-03-03
1949,RADIANTCMS,533,2023-01-04,2025-03-03
1950,RADICO,1271,2020-01-01,2025-03-03
1951,RADIOCITY,1150,2020-01-01,2025-03-03
1952,RAILTEL,990,2021-02-26,2025-03-03
1953,RAIN,1271,2020-01-01,2025-03-03
1954,RAINBOW,697,2022-05-10,2025-03-03
1955,RAJESHEXPO,1271,2020-01-01,2025-03-03
1956,RAJMET,637,2021-02-16,2025-03-03
1957,RAJRATAN,998,2020-05-22,2025-03-03
1958,RAJRILTD,19,2022-04-01,2022-04-29
1959,RAJSREESUG,1004,2020-01-01,2025-03-03
1960,RAJTV,790,2020-01-01,2024-01-30
1961,RALLIS,1270,2020-01-01,2025-03-03
1962,RAMANEWS,1266,2020-01-01,2025-02-24
1963,RAMAPHO,634,2022-08-05,2025-03-03
1964,RAMASTEEL,1095,2020-01-01,2025-03-03
1965,RAMCOCEM,1270,2020-01-01,2025-03-03
1966,RAMCOIND,1270,2020-01-01,2025-03-03
1967,RAMCOSYS,1213,2020-01-01,2025-03-03
1968,RAMKY,1175,2020-01-01,2025-03-03
1969,RAMRAT,639,2022-07-29,2025-03-03
1970,RANASUG,1044,2020-03-04,2025-03-03
1971,RANEENGINE,1035,2020-01-01,2025-03-03
1972,RANEHOLDIN,1270,2020-01-01,2025-03-03
1973,RATEGAIN,793,2021-12-17,2025-03-03
1974,RATNAMANI,1270,2020-01-01,2025-03-03
1975,RATNAVEER,290,2023-09-26,2025-03-03
1976,RAYMOND,1260,2020-01-01,2025-03-03
1977,RAYMONDLSL,113,2024-09-19,2025-03-03
1978,RBA,750,2022-02-17,2025-03-03
1979,RBL,1209,2020-01-01,2025-03-03
1980,RBLBANK,1270,2020-01-01,2025-03-03
1981,RBZJEWEL,136,2024-01-10,2025-03-03
1982,RCF,1270,2020-01-01,2025-03-03
1983,RCOM,358,2020-03-04,2022-05-24
1984,RECLTD,1270,2020-01-01,2025-03-03
1985,REDINGTON,1270,2020-01-01,2025-03-03
1986,REDTAPE,374,2023-08-28,2025-03-03
1987,REFEX,1172,2020-01-01,2025-03-03
1988,REGENCERAM,2,2024-03-13,2024-03-14
1989,RELAXO,1270,2020-01-01,2025-03-03
1990,RELCAPITAL,428,2020-01-01,2022-05-24
1991,RELCHEMQ,620,2022-05-25,2025-03-03
1992,RELIABLE,98,2024-07-10,2025-03-03
1993,RELIANCE,1270,2020-01-01,2025-03-03
1994,RELIGARE,1270,2020-01-01,2025-03-03
1995,RELINFRA,950,2020-01-01,2025-03-03
1996,RELTD,93,2024-07-30,2025-03-03
1997,REMSONSIND,1037,2020-01-01,2025-03-03
1998,RENUKA,1201,2020-01-01,2025-03-03
1999,REPCOHOME,1270,2020-01-01,2025-03-03
2000,REPL,996,2020-12-14,2024-12-30
2001,REPRO,1270,2020-01-01,2025-03-03
2002,RESPONIND,1270,2020-01-01,2025-03-03
2003,RETAIL,75,2024-07-10,2025-03-03
2004,REVATHI,859,2020-01-01,2023-07-04
2005,REVATHIEQU,25,2024-09-25,2024-10-30
2006,RGL,1270,2020-01-01,2025-03-03
2007,RHFL,595,2020-01-01,2024-09-26
2008,RHIM,895,2021-07-19,2025-03-03
2009,RHL,288,2023-05-10,2024-12-30
2010,RICOAUTO,1270,2020-01-01,2025-03-03
2011,RIIL,1270,2020-01-01,2025-03-03
2012,RISHABH,364,2023-09-11,2025-03-03
2013,RITCO,602,2022-04-12,2025-03-03
2014,RITES,1270,2020-01-01,2025-03-03
2015,RKDL,682,2020-01-01,2025-03-03
2016,RKEC,972,2020-12-18,2025-03-03
2017,RKFORGE,1270,2020-01-01,2025-03-03
2018,RKSWAMY,241,2024-03-12,2025-03-03
2019,RMCL,29,2020-01-01,2021-02-18
2020,RML,1270,2020-01-01,2025-03-03
2021,RNAM,16,2020-01-01,2020-01-22
2022,RNAVAL,139,2020-03-04,2021-01-22
2023,ROHITFERRO,87,2020-03-04,2022-04-07
2024,ROHLTD,1162,2020-01-01,2025-03-03
2025,ROLEXRINGS,881,2021-08-09,2025-03-03
2026,ROLLT,592,2020-01-01,2024-04-03
2027,ROLTA,379,2020-02-24,2022-08-22
2028,ROML,674,2020-11-03,2025-03-03
2029,ROSSARI,1139,2020-07-23,2025-03-03
2030,ROSSELLIND,1120,2020-03-04,2024-10-09
2031,ROSSTECH,50,2024-12-23,2025-03-03
2032,ROTO,709,2022-04-21,2025-03-03
2033,ROUTE,1097,2020-09-21,2025-03-03
2034,RPEL,142,2024-08-08,2025-03-03
2035,RPGLIFE,1270,2020-01-01,2025-03-03
2036,RPOWER,928,2020-01-01,2025-03-03
2037,RPPINFRA,938,2020-01-01,2024-12-30
2038,RPPL,749,2021-11-26,2025-03-03
2039,RPSGVENT,1009,2021-02-01,2025-03-03
2040,RPTECH,259,2024-02-14,2025-03-03
2041,RRKABEL,358,2023-09-20,2025-03-03
2042,RSSOFTWARE,840,2020-01-01,2024-02-14
2043,RSWM,1187,2020-01-01,2025-03-03
2044,RSYSTEMS,1270,2020-01-01,2025-03-03
2045,RTNINDIA,879,2021-04-07,2025-03-03
2046,RTNINFRA,172,2020-05-27,2021-04-06
2047,RTNPOWER,1052,2020-01-01,2025-03-03
2048,RUBFILA,142,2024-08-08,2025-03-03
2049,RUBYMILLS,1270,2020-01-01,2025-03-03
2050,RUCHI,375,2020-02-07,2022-05-24
2051,RUCHINFRA,170,2024-03-26,2025-03-03
2052,RUCHIRA,1239,2020-01-01,2025-03-03
2053,RUPA,1270,2020-01-01,2025-03-03
2054,RUSHIL,1227,2020-01-01,2025-03-03
2055,RUSTOMJEE,562,2022-11-24,2025-03-03
2056,RVHL,744,2021-01-04,2024-12-30
2057,RVNL,1270,2020-01-01,2025-03-03
2058,RVTH,21,2025-02-01,2025-03-03
2059,S&SPOWER,243,2020-04-07,2025-03-03
2060,SABEVENTS,180,2020-08-18,2022-10-07
2061,SABTN,141,2020-01-01,2021-06-17
2062,SABTNL,5,2024-04-18,2025-01-15
2063,SADBHAV,968,2020-01-01,2025-01-30
2064,SADBHIN,977,2020-01-01,2025-03-03
2065,SADHNANIQ,442,2023-05-05,2025-02-13
2066,SAFARI,1270,2020-01-01,2025-03-03
2067,SAGARDEEP,822,2020-05-27,2025-03-03
2068,SAGCEM,1270,2020-01-01,2025-03-03
2069,SAGILITY,41,2024-11-12,2025-03-03
2070,SAH,454,2023-01-27,2025-03-03
2071,SAHYADRI,471,2023-04-06,2025-03-03
2072,SAIL,1270,2020-01-01,2025-03-03
2073,SAILIFE,53,2024-12-18,2025-03-03
2074,SAKAR,1169,2020-03-04,2025-03-03
2075,SAKHTISUG,1051,2020-01-01,2025-03-03
2076,SAKSOFT,1207,2020-01-01,2025-03-03
2077,SAKUMA,968,2020-01-01,2024-08-30
2078,SALASAR,1213,2020-01-01,2025-03-03
2079,SALONA,1264,2020-01-01,2025-03-03
2080,SALSTEEL,838,2020-01-01,2025-03-03
2081,SALZERELEC,1270,2020-01-01,2025-03-03
2082,SAMBHAAV,816,2020-01-01,2024-12-24
2083,SAMHI,356,2023-09-22,2025-03-03
2084,SAMMAANCAP,151,2024-07-26,2025-03-03
2085,SAMPANN,122,2023-10-30,2024-12-26
2086,SANATHAN,47,2024-12-27,2025-03-03
2087,SANCO,603,2020-01-01,2022-10-04
2088,SANDESH,1270,2020-01-01,2025-03-03
2089,SANDHAR,1270,2020-01-01,2025-03-03
2090,SANDUMA,366,2023-09-07,2025-03-03
2091,SANGAMIND,1145,2020-03-04,2025-03-03
2092,SANGHIIND,1158,2020-01-01,2025-03-03
2093,SANGHVIFOR,154,2020-01-01,2021-04-30
2094,SANGHVIMOV,1270,2020-01-01,2025-03-03
2095,SANGINITA,1081,2020-03-04,2025-03-03
2096,SANOFI,1260,2020-01-01,2025-03-03
2097,SANOFICONR,107,2024-09-27,2025-03-03
2098,SANSERA,849,2021-09-24,2025-03-03
2099,SANSTAR,151,2024-07-26,2025-03-03
2100,SANWARIA,90,2020-01-01,2020-09-11
2101,SAPPHIRE,813,2021-11-18,2025-03-03
2102,SARDAEN,1208,2020-01-01,2025-03-03
2103,SAREGAMA,1074,2020-01-01,2025-03-03
2104,SARLAPOLY,1161,2020-01-01,2024-12-30
2105,SARVESHWAR,395,2022-12-08,2025-03-03
2106,SASKEN,1270,2020-01-01,2025-03-03
2107,SASTASUNDR,1178,2020-01-01,2025-03-03
2108,SATHAISPAT,38,2020-01-01,2020-05-18
2109,SATIA,1270,2020-01-01,2025-03-03
2110,SATIN,1213,2020-01-01,2025-03-03
2111,SATINDLTD,565,2022-11-21,2025-03-03
2112,SAURASHCEM,250,2024-02-27,2025-03-03
2113,SBC,634,2021-11-23,2025-03-03
2114,SBCL,912,2021-06-24,2025-03-03
2115,SBFC,382,2023-08-16,2025-03-03
2116,SBGLP,503,2023-02-10,2025-02-24
2117,SBICARD,1223,2020-03-16,2025-03-03
